"Name","Platform","Rank","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","metascore","userscore","date"
"Ballblazer Champions","PS",15210,"1997","Sports","CTO SpA",0.01,0.01,0,0,0.02,NA,NA,NA
"Ballistic","PS",13868,"1999","Puzzle","Atari",0.02,0.01,0,0,0.04,NA,NA,NA
"Ballistic: Ecks vs. Sever","GBA",10791,"2002","Shooter","BAM! Entertainment",0.07,0.03,0,0,0.1,NA,NA,NA
"Balloon Fight","NES",2261,"1985","Platform","Nintendo",0.39,0.09,0.43,0.01,0.92,NA,NA,NA
"Balloon Pop","DS",9038,"2009","Puzzle","UFO Interactive",0.13,0,0,0.01,0.14,NA,NA,NA
"Balloon Pop","Wii",13374,"2007","Puzzle","505 Games",0.04,0,0,0,0.05,NA,NA,NA
"Balloon Pop 2","3DS",16515,"2012","Puzzle","UFO Interactive",0.01,0,0,0,0.01,NA,NA,NA
"Balls of Fury","DS",15680,"2007","Sports","Zoo Digital Publishing",0.02,0,0,0,0.02,62,"tbd","Sep 27, 2007"
"Balls of Fury","Wii",15154,"2007","Sports","Zoo Digital Publishing",0.02,0,0,0,0.02,NA,NA,NA
"Band Hero","DS",4376,"2009","Misc","Activision",0.21,0.19,0,0.05,0.45,65,"7","Nov 3, 2009"
"Band Hero","PS2",4745,"2009","Misc","Activision",0.15,0.06,0,0.2,0.41,NA,NA,NA
"Band Hero","PS3",2735,"2009","Misc","Activision",0.41,0.24,0,0.11,0.75,76,"7.1","Nov 3, 2009"
"Band Hero","Wii",2093,"2009","Misc","Activision",0.6,0.3,0,0.09,0.99,NA,NA,NA
"Band Hero","X360",2591,"2009","Misc","Activision",0.51,0.22,0,0.07,0.8,76,"5","Nov 3, 2009"
"Bangai-O Spirits","DS",11446,"2008","Shooter","D3Publisher",0.07,0,0,0.01,0.08,83,"8.1","Aug 12, 2008"
"Banjo-Kazooie","N64",342,"1998","Platform","Nintendo",1.87,1.13,0.55,0.1,3.65,NA,NA,NA
"Banjo-Kazooie","X360",16056,"2008","Platform","Microsoft Game Studios",0,0.01,0,0,0.01,77,"8.2","Dec 3, 2008"
"Banjo-Kazooie: Grunty's Revenge","GBA",5452,"2003","Platform","THQ",0.24,0.09,0,0.01,0.33,72,"7.9","Sep 10, 2003"
"Banjo-Kazooie: Nuts & Bolts","X360",2656,"2008","Platform","Microsoft Game Studios",0.32,0.36,0,0.09,0.78,79,"6.7","Nov 12, 2008"
"Banjo-Pilot","GBA",10453,"2005","Racing","THQ",0.07,0.03,0,0,0.1,68,"6.1","Jan 12, 2005"
"Banjo-Tooie","N64",1273,"2000","Platform","Nintendo",0.82,0.36,0.25,0.06,1.49,90,"9","Nov 19, 2000"
"Bank Heist","2600",5397,"1982","Action","20th Century Fox Video Games",0.32,0.02,0,0,0.34,NA,NA,NA
"Banushi Life Game: Winner's Circle","DS",13698,"2007","Sports","Genki",0,0,0.04,0,0.04,NA,NA,NA
"Barbarian","PS2",9001,"2002","Fighting","Titus",0.07,0.06,0,0.02,0.14,63,"tbd","Jun 27, 2002"
"Barbie and Her Sisters Puppy Rescue","3DS",14046,"2015","Action","Namco Bandai Games",0,0.03,0,0,0.04,NA,NA,NA
"Barbie and Her Sisters Puppy Rescue","PS3",15942,"2015","Action","Namco Bandai Games",0,0.01,0,0,0.02,NA,NA,NA
"Barbie and Her Sisters Puppy Rescue","Wii",12433,"2015","Action","Namco Bandai Games",0,0.06,0,0,0.06,NA,NA,NA
"Barbie and Her Sisters Puppy Rescue","WiiU",16107,"2015","Action","Namco Bandai Games",0,0.01,0,0,0.01,NA,NA,NA
"Barbie and the Magic of Pegasus","GBA",10882,"2005","Action","Vivendi Games",0.07,0.02,0,0,0.09,NA,NA,NA
"Barbie and the Three Musketeers","DS",9493,"2009","Adventure","Activision",0.12,0,0,0.01,0.13,NA,NA,NA
"Barbie and the Three Musketeers","Wii",7085,"2009","Adventure","Activision",0.21,0,0,0.02,0.23,NA,NA,NA
"Barbie as The Island Princess","DS",5725,"2007","Adventure","Activision",0.28,0.01,0,0.02,0.31,NA,NA,NA
"Barbie as The Island Princess","GBA",7078,"2007","Adventure","Activision",0.16,0.06,0,0,0.23,NA,NA,NA
"Barbie as The Island Princess","PS2",9913,"2007","Adventure","Activision",0.06,0.04,0,0.02,0.12,NA,NA,NA
"Barbie as The Island Princess","Wii",4317,"2007","Adventure","Activision",0.42,0,0,0.03,0.45,NA,NA,NA
"Barbie as the Princess and the Pauper","GBA",15565,"2004","Adventure","Vivendi Games",0.01,0,0,0,0.02,NA,NA,NA
"Barbie Explorer","PS",9204,"2001","Platform","Unknown",0.08,0.05,0,0.01,0.14,NA,NA,NA
"Barbie Fashion Show: An Eye for Style","DS",7467,"2008","Misc","Activision",0.19,0,0,0.02,0.21,NA,NA,NA
"Barbie Groovy Games","GBA",3605,"2002","Misc","Universal Interactive",0.4,0.15,0,0.01,0.56,NA,NA,NA
"Barbie Horse Adventures: Blue Ribbon Race","GBA",5137,"2003","Sports","Knowledge Adventure",0.26,0.1,0,0.01,0.37,NA,NA,NA
"Barbie Horse Adventures: Riding Camp","DS",3661,"2008","Sports","Activision",0.51,0,0,0.04,0.55,NA,NA,NA
"Barbie Horse Adventures: Riding Camp","PS2",7876,"2008","Sports","Activision",0.09,0.07,0,0.02,0.19,NA,NA,NA
"Barbie Horse Adventures: Riding Camp","Wii",7691,"2008","Sports","Activision",0.18,0,0,0.01,0.2,NA,NA,NA
"Barbie Horse Adventures: Wild Horse Rescue","PS2",4056,"2003","Sports","Universal Interactive",0.24,0.19,0,0.06,0.49,NA,NA,NA
"Barbie Horse Adventures: Wild Horse Rescue","XB",12425,"2003","Sports","Vivendi Games",0.05,0.01,0,0,0.06,NA,NA,NA
"Barbie in The 12 Dancing Princesses","DS",10378,"2007","Adventure","Activision",0.09,0.01,0,0.01,0.11,NA,NA,NA
"Barbie Super Sports","PS",7208,"1999","Sports","Mattel Interactive",0.12,0.08,0,0.01,0.22,NA,NA,NA
"Barbie Superpack: Secret Agent / Groovy Games","GBA",8969,"2005","Misc","Vivendi Games",0.1,0.04,0,0,0.15,NA,NA,NA
"Barbie: Groom and Glam Pups","DS",4468,"2010","Action","THQ",0.26,0.14,0,0.04,0.44,NA,NA,NA
"Barbie: Groom and Glam Pups","Wii",7205,"2010","Action","THQ",0.19,0.02,0,0.01,0.22,NA,NA,NA
"Barbie: Jet, Set & Style!","DS",4280,"2011","Misc","THQ",0.37,0.05,0,0.03,0.46,NA,NA,NA
"Barbie: Jet, Set & Style!","Wii",6448,"2011","Misc","THQ",0.23,0.01,0,0.02,0.26,NA,NA,NA
"Barbie: Race & Ride","PS",3426,"1999","Action","Sony Computer Entertainment",0.33,0.22,0,0.04,0.59,NA,NA,NA
"Barnstorming","2600",4519,"1981","Action","Activision",0.4,0.02,0,0,0.43,NA,NA,NA
"Barnyard","GBA",13239,"2006","Action","THQ",0.03,0.01,0,0,0.05,56,"tbd","Aug 1, 2006"
"Barnyard","GC",9970,"2006","Action","THQ",0.09,0.02,0,0,0.12,66,"tbd","Aug 1, 2006"
"Barnyard","PS2",10836,"2006","Action","THQ",0.05,0.04,0,0.01,0.09,62,"8","Aug 1, 2006"
"Barnyard","Wii",13591,"2006","Action","THQ",0.04,0,0,0,0.04,NA,NA,NA
"Barnyard Blast: Swine of the Night","DS",15659,"2008","Platform","Big Ben Interactive",0.02,0,0,0,0.02,NA,NA,NA
"Baroque","PS2",9627,"2007","Role-Playing","Rising Star Games",0.05,0.04,0.02,0.01,0.13,NA,NA,NA
"Baroque","Wii",11717,"2008","Role-Playing","Rising Star Games",0.07,0,0,0,0.08,NA,NA,NA
"Baseball","GB",1144,"1989","Sports","Nintendo",0.66,0.27,0.65,0.03,1.61,NA,NA,NA
"Baseball","NES",422,"1983","Sports","Nintendo",0.73,0.1,2.35,0.02,3.2,NA,NA,NA
"Baseball Advance","GBA",9355,"2002","Sports","Sega",0.1,0.04,0,0,0.13,80,"7.8","Mar 20, 2002"
"Baseball Blast!","Wii",8925,"2009","Sports","Take-Two Interactive",0.14,0,0,0.01,0.15,NA,NA,NA
"Bases Loaded '96: Double Header","PS",3987,"1995","Sports","Jaleco",0.28,0.19,0,0.03,0.5,NA,NA,NA
"Basketball Hall of Fame Ultimate Hoops Challenge","Wii",12114,"2010","Sports","Zoo Games",0.06,0,0,0,0.07,NA,NA,NA
"Bass Hunter 64","N64",5759,"1999","Sports","Take-Two Interactive",0.25,0.06,0,0,0.31,NA,NA,NA
"Bass Landing","PS",3271,"1999","Sports","ASCII Entertainment",0.21,0.14,0.23,0.04,0.62,NA,NA,NA
"Bass Pro Shops: The Hunt","Wii",6829,"2010","Sports","XS Games",0.23,0,0,0.02,0.24,NA,NA,NA
"Bass Pro Shops: The Hunt","X360",11042,"2010","Sports","Griffin International",0.08,0,0,0.01,0.09,NA,NA,NA
"Bass Pro Shops: The Strike","Wii",4069,"2009","Sports","XS Games",0.45,0,0,0.03,0.49,NA,NA,NA
"Bass Pro Shops: The Strike","X360",7398,"2009","Sports","XS Games",0.2,0,0,0.02,0.21,NA,NA,NA
"Bass Rise","PS",12945,"1999","Sports","Namco Bandai Games",0.03,0.02,0,0,0.05,NA,NA,NA
"Bass Strike","PS2",6210,"2001","Sports","THQ",0.14,0.11,0,0.04,0.28,NA,NA,NA
"Bassmasters 2000","N64",9155,"1999","Sports","THQ",0.11,0.03,0,0,0.14,NA,NA,NA
"Bastard!! Utsuro Naru Kamigami no Utsuwa","PS",7421,"1996","Role-Playing","Seta Corporation",0,0,0.2,0.01,0.21,NA,NA,NA
"Baten Kaitos Origins","GC",10556,"2006","Role-Playing","Unknown",0.06,0.02,0.02,0,0.1,75,"8.3","Sep 25, 2006"
"Baten Kaitos: Eternal Wings and the Lost Ocean","GC",6307,"2003","Role-Playing","Nintendo",0.21,0.05,0,0.01,0.27,80,"8.5","Nov 16, 2004"
"Batman & Robin","PS",10217,"1998","Action","Acclaim Entertainment",0.06,0.04,0,0.01,0.11,NA,NA,NA
"Batman Begins","GBA",8329,"2005","Action","Electronic Arts",0.12,0.05,0,0,0.17,NA,NA,NA
"Batman Begins","GC",8937,"2005","Action","Electronic Arts",0.11,0.03,0,0,0.15,66,"7.3","Jun 14, 2005"
"Batman Begins","PS2",3602,"2005","Action","Electronic Arts",0.27,0.21,0,0.07,0.56,64,"7.3","Jun 14, 2005"
"Batman Begins","XB",7437,"2005","Action","Electronic Arts",0.16,0.04,0,0.01,0.21,NA,NA,NA
"Batman Beyond: Return of the Joker","N64",11052,"2000","Action","Ubisoft",0.07,0.02,0,0,0.09,NA,NA,NA
"Batman Beyond: Return of the Joker","PS",8400,"2000","Action","Ubisoft",0.09,0.06,0,0.01,0.17,NA,NA,NA
"Batman Forever: The Arcade Game","PS",14192,"1996","Action","Acclaim Entertainment",0.02,0.01,0,0,0.03,NA,NA,NA
"Batman: A Telltale Game Series","PS3",16239,"2016","Adventure","Telltale Games",0,0.01,0,0,0.01,NA,NA,NA
"Batman: A Telltale Game Series","PS4",14094,"2016","Adventure","Telltale Games",0.01,0.02,0,0.01,0.04,NA,NA,NA
"Batman: Arkham Asylum","PC",5608,"2009","Action","Eidos Interactive",0,0.27,0,0.05,0.32,91,"8.7","Sep 15, 2009"
"Batman: Arkham Asylum","PS3",263,"2009","Action","Eidos Interactive",2.23,1.34,0.07,0.61,4.25,91,"8.8","Aug 25, 2009"
"Batman: Arkham Asylum","X360",376,"2009","Action","Eidos Interactive",2.2,0.97,0.02,0.31,3.5,92,"8.7","Aug 25, 2009"
"Batman: Arkham City","PC",3791,"2011","Action","Warner Bros. Interactive Entertainment",0.16,0.28,0,0.09,0.53,91,"8.7","Nov 21, 2011"
"Batman: Arkham City","PS3",160,"2011","Action","Warner Bros. Interactive Entertainment",2.7,1.91,0.11,0.8,5.53,96,"8.7","Oct 18, 2011"
"Batman: Arkham City","WiiU",4995,"2012","Action","Warner Bros. Interactive Entertainment",0.17,0.18,0,0.03,0.38,NA,NA,NA
"Batman: Arkham City","X360",223,"2011","Action","Warner Bros. Interactive Entertainment",2.99,1.31,0.04,0.41,4.76,94,"8.7","Oct 18, 2011"
"Batman: Arkham Knight","PC",9571,"2015","Action","Warner Bros. Interactive Entertainment",0.08,0.03,0,0.01,0.13,70,"2.9","Jun 23, 2015"
"Batman: Arkham Knight","PS4",323,"2015","Action","Warner Bros. Interactive Entertainment",1.49,1.58,0.1,0.61,3.79,87,"7.8","Jun 23, 2015"
"Batman: Arkham Knight","XOne",1319,"2015","Action","Warner Bros. Interactive Entertainment",0.86,0.46,0,0.13,1.45,NA,NA,NA
"Batman: Arkham Origins","PC",5584,"2013","Action","Warner Bros. Interactive Entertainment",0.13,0.16,0,0.04,0.32,74,"7.5","Oct 24, 2013"
"Batman: Arkham Origins","PS3",656,"2013","Action","Warner Bros. Interactive Entertainment",1.07,0.87,0.04,0.4,2.39,76,"7.7","Oct 25, 2013"
"Batman: Arkham Origins","WiiU",5567,"2013","Action","Warner Bros. Interactive Entertainment",0.2,0.09,0,0.03,0.33,NA,NA,NA
"Batman: Arkham Origins","X360",887,"2013","Action","Warner Bros. Interactive Entertainment",1.15,0.61,0,0.17,1.93,74,"7.5","Oct 25, 2013"
"Batman: Arkham Origins Blackgate","3DS",6395,"2013","Action","Warner Bros. Interactive Entertainment",0.16,0.09,0,0.02,0.27,68,"6.7","Oct 25, 2013"
"Batman: Arkham Origins Blackgate","PSV",3813,"2013","Action","Warner Bros. Interactive Entertainment",0.2,0.2,0,0.13,0.53,NA,NA,NA
"Batman: Dark Tomorrow","GC",11540,"2003","Action","Kemco",0.06,0.02,0,0,0.08,29,"2.7","Mar 25, 2003"
"Batman: Dark Tomorrow","XB",10072,"2003","Action","Kemco",0.08,0.02,0,0,0.11,NA,NA,NA
"Batman: Gotham City Racer","PS",13032,"2001","Racing","Ubisoft",0.03,0.02,0,0,0.05,NA,NA,NA
"Batman: Rise of Sin Tzu","GBA",12164,"2003","Action","Ubisoft",0.05,0.02,0,0,0.07,63,"6.8","Oct 27, 2003"
"Batman: Rise of Sin Tzu","GC",12478,"2003","Action","Ubisoft",0.05,0.01,0,0,0.06,63,"tbd","Nov 11, 2003"
"Batman: Rise of Sin Tzu","PS2",5284,"2003","Action","Ubisoft",0.17,0.13,0,0.05,0.35,63,"8.3","Oct 16, 2003"
"Batman: Rise of Sin Tzu","XB",10086,"2003","Action","Ubisoft",0.08,0.02,0,0,0.11,NA,NA,NA
"Batman: The Brave and the Bold the Videogame","DS",5846,"2010","Action","Warner Bros. Interactive Entertainment",0.24,0.04,0,0.02,0.3,NA,NA,NA
"Batman: The Brave and the Bold the Videogame","Wii",5952,"2010","Action","Warner Bros. Interactive Entertainment",0.22,0.06,0,0.02,0.3,NA,NA,NA
"Batman: Vengeance","GBA",8111,"2001","Adventure","Ubisoft",0.13,0.05,0,0,0.18,68,"tbd","Oct 30, 2001"
"Batman: Vengeance","GC",6537,"2001","Adventure","Ubisoft",0.2,0.05,0,0.01,0.26,70,"5.8","Nov 17, 2001"
"Batman: Vengeance","PS2",3652,"2001","Adventure","Ubisoft",0.27,0.21,0,0.07,0.55,68,"6.8","Oct 15, 2001"
"Battalion Wars","GC",4813,"2005","Strategy","Nintendo",0.25,0.07,0.07,0.01,0.4,76,"8.5","Sep 19, 2005"
"Battalion Wars 2","Wii",5276,"2007","Strategy","Nintendo",0.22,0.03,0.08,0.02,0.35,NA,NA,NA
"Battle & Get! Pokemon Typing DS","DS",6100,"2011","Misc","Nintendo",0,0,0.29,0,0.29,NA,NA,NA
"Battle Arena Toshinden","PS",1569,"1994","Fighting","Sony Computer Entertainment",0.39,0.26,0.53,0.08,1.27,NA,NA,NA
"Battle Arena Toshinden 2","PS",2892,"1995","Fighting","Sony Computer Entertainment",0.15,0.1,0.41,0.05,0.71,NA,NA,NA
"Battle Arena Toshinden 3","PS",6412,"1996","Fighting","Sony Computer Entertainment",0.06,0.04,0.14,0.02,0.27,NA,NA,NA
"Battle Arena Toshinden Remix","SAT",9901,"1994","Fighting","Sega",0,0,0.12,0,0.12,NA,NA,NA
"Battle Arena Toshinden URA","SAT",14694,"1995","Fighting","Sega",0,0,0.03,0,0.03,NA,NA,NA
"Battle Assault 3 featuring Gundam Seed","PS2",14189,"2004","Action","Namco Bandai Games",0.02,0.01,0,0,0.03,48,"8.7","Dec 7, 2004"
"Battle Commander: Hachibushu Shura no Heihou","SNES",8087,"1991","Strategy","Banpresto",0,0,0.18,0,0.18,NA,NA,NA
"Battle Dodge Ball","SNES",5519,"1991","Sports","Banpresto",0,0,0.33,0,0.33,NA,NA,NA
"Battle Engine Aquila","PS2",14178,"2003","Shooter","Atari",0.02,0.01,0,0,0.03,73,"7.8","Jan 19, 2003"
"Battle Engine Aquila","XB",15758,"2003","Shooter","Atari",0.01,0,0,0,0.02,NA,NA,NA
"Battle Fantasia","PS3",16544,"2008","Fighting","505 Games",0,0,0.01,0,0.01,67,"6.1","Dec 22, 2009"
"Battle Fantasia","X360",11168,"2008","Fighting","505 Games",0.07,0,0.01,0.01,0.09,71,"6.6","Sep 16, 2008"
"Battle Hunter","PS",13908,"1999","Strategy","Midas Interactive Entertainment",0.02,0.01,0,0,0.04,NA,NA,NA
"Battle of Giants: Dinosaurs","DS",2485,"2008","Strategy","Ubisoft",0.38,0.37,0,0.09,0.83,NA,NA,NA
"Battle of Giants: Dinosaurs Strike","Wii",7498,"2010","Strategy","Ubisoft",0.15,0.04,0,0.02,0.2,NA,NA,NA
"Battle of Giants: Dragons","DS",3222,"2009","Strategy","Ubisoft",0.31,0.25,0,0.06,0.63,NA,NA,NA
"Battle of Giants: Mutant Insects","DS",6329,"2010","Strategy","Ubisoft",0.09,0.15,0,0.03,0.27,NA,NA,NA
"Battle Princess of Arcadias","PS3",15448,"2013","Role-Playing","Nippon Ichi Software",0,0,0.02,0,0.02,69,"7.9","Jun 17, 2014"
"Battle Rage","Wii",13594,"2008","Shooter","Popcorn Arcade",0.04,0,0,0,0.04,NA,NA,NA
"Battle Soccer: Field no Hasha","SNES",8619,"1992","Sports","Banpresto",0,0,0.16,0,0.16,NA,NA,NA
"Battle Spirits: Digital Starter","DS",13693,"2010","Role-Playing","Namco Bandai Games",0,0,0.04,0,0.04,NA,NA,NA
"Battle Spirits: Hero's Soul","PSP",15843,"2010","Role-Playing","Namco Bandai Games",0,0,0.02,0,0.02,NA,NA,NA
"Battle Spirits: Kiseki no Hasha","PSP",15519,"2009","Role-Playing","Namco Bandai Games",0,0,0.02,0,0.02,NA,NA,NA
"Battle Stadium D.O.N","GC",11112,"2006","Fighting","Namco Bandai Games",0,0,0.09,0,0.09,NA,NA,NA
"Battle Stadium D.O.N","PS2",8912,"2006","Fighting","Namco Bandai Games",0,0,0.15,0,0.15,NA,NA,NA
"Battle Stations","PS",2643,"1997","Strategy","Electronic Arts",0.43,0.29,0,0.05,0.78,NA,NA,NA
"Battle vs. Chess","PC",14586,"N/A","Misc","TopWare Interactive",0,0.02,0,0.01,0.03,NA,NA,NA
"Battle vs. Chess","PS3",13057,"N/A","Misc","TopWare Interactive",0,0.04,0,0.01,0.05,NA,NA,NA
"Battle vs. Chess","X360",14332,"2011","Misc","TopWare Interactive",0,0.03,0,0,0.03,NA,NA,NA
"Battle Worlds: Kronos","PC",16054,"2016","Strategy","Nordic Games",0,0.01,0,0,0.01,71,"7.1","Nov 4, 2013"
"Battleborn","PC",12007,"2016","Shooter","Take-Two Interactive",0.03,0.03,0,0.01,0.07,69,"7.1","May 3, 2016"
"Battleborn","PS4",7182,"2016","Shooter","Take-Two Interactive",0.09,0.08,0.01,0.04,0.22,68,"6.9","May 3, 2016"
"Battleborn","XOne",9648,"2016","Shooter","Take-Two Interactive",0.08,0.04,0,0.01,0.13,NA,NA,NA
"BattleBots: Beyond the BattleBox","GBA",12783,"2002","Action","Vivendi Games",0.04,0.01,0,0,0.06,53,"tbd","Dec 10, 2002"
"Battlebots: Design & Destroy","GBA",4477,"2003","Action","Majesco Entertainment",0.31,0.12,0,0.01,0.44,NA,NA,NA
"Battlefield 1942","PC",14875,"2002","Shooter","Electronic Arts",0.01,0.01,0,0,0.03,89,"8.6","Sep 10, 2002"
"Battlefield 1942: The WW II Anthology","PC",14589,"2004","Shooter","Electronic Arts",0.01,0.01,0,0,0.03,NA,NA,NA
"Battlefield 2","PC",11290,"2005","Shooter","Electronic Arts",0,0.07,0,0.02,0.08,91,"8.4","Jun 21, 2005"
"Battlefield 2: Modern Combat","PS2",4435,"2005","Shooter","Electronic Arts",0.37,0.01,0,0.06,0.44,80,"8.4","Oct 24, 2005"
"Battlefield 2: Modern Combat","X360",4748,"2006","Shooter","Electronic Arts",0.35,0.02,0.01,0.03,0.41,77,"7.3","Apr 11, 2006"
"Battlefield 2: Modern Combat","XB",3583,"2005","Shooter","Electronic Arts",0.39,0.15,0,0.02,0.56,NA,NA,NA
"Battlefield 2: Modern Combat(JP sales)","PS2",14939,"2005","Shooter","Electronic Arts",0,0,0.02,0,0.02,NA,NA,NA
"Battlefield 2142","PC",14786,"2006","Shooter","Electronic Arts",0,0.02,0,0,0.03,80,"6.8","Oct 17, 2006"
"Battlefield 3","PC",534,"2011","Shooter","Electronic Arts",0.89,1.43,0,0.48,2.79,89,"7.6","Oct 25, 2011"
"Battlefield 3","PS3",104,"2011","Shooter","Electronic Arts",2.85,2.93,0.35,1.1,7.23,85,"7.5","Oct 25, 2011"
"Battlefield 3","X360",100,"2011","Shooter","Electronic Arts",4.46,2.13,0.06,0.69,7.34,84,"7.5","Oct 25, 2011"
"Battlefield 4","PC",1388,"2013","Shooter","Electronic Arts",0.38,0.86,0,0.16,1.4,81,"6.1","Oct 29, 2013"
"Battlefield 4","PS3",337,"2013","Shooter","Electronic Arts",1.3,1.51,0.27,0.61,3.69,80,"5.9","Oct 29, 2013"
"Battlefield 4","PS4",387,"2013","Shooter","Electronic Arts",1.34,1.54,0.17,0.38,3.43,85,"7","Nov 12, 2013"
"Battlefield 4","X360",366,"2013","Shooter","Electronic Arts",2.14,1.08,0.02,0.29,3.53,79,"5.7","Oct 29, 2013"
"Battlefield 4","XOne",858,"2013","Shooter","Electronic Arts",1.25,0.58,0,0.16,1.98,NA,NA,NA
"Battlefield Vietnam","PC",14658,"2004","Shooter","Electronic Arts",0,0.02,0,0,0.03,84,"7.5","Mar 14, 2004"
"Battlefield: Bad Company","PS3",1445,"2008","Shooter","Electronic Arts",0.76,0.36,0.05,0.18,1.35,84,"8.1","Jun 23, 2008"
"Battlefield: Bad Company","X360",1302,"2008","Shooter","Electronic Arts",0.81,0.46,0.04,0.15,1.46,83,"7.7","Jun 23, 2008"
"Battlefield: Bad Company 2","PC",2858,"2010","Shooter","Electronic Arts",0.19,0.53,0,0,0.71,87,"8.3","Mar 2, 2010"
"Battlefield: Bad Company 2","PS3",478,"2010","Shooter","Electronic Arts",1.33,1.12,0.08,0.45,2.97,88,"8.6","Mar 2, 2010"
"Battlefield: Bad Company 2","X360",380,"2010","Shooter","Electronic Arts",2.09,1.02,0.04,0.32,3.48,88,"8.6","Mar 2, 2010"
"Battlefield: Hardline","PC",9306,"2015","Shooter","Electronic Arts",0,0.13,0,0.01,0.14,NA,NA,NA
"Battlefield: Hardline","PS3",4079,"2015","Shooter","Electronic Arts",0.12,0.23,0.07,0.07,0.49,NA,NA,NA
"Battlefield: Hardline","PS4",799,"2015","Shooter","Electronic Arts",0.7,0.93,0.14,0.32,2.09,NA,NA,NA
"Battlefield: Hardline","X360",5437,"2015","Shooter","Electronic Arts",0.17,0.14,0,0.03,0.34,NA,NA,NA
"Battlefield: Hardline","XOne",1674,"2015","Shooter","Electronic Arts",0.72,0.37,0.01,0.11,1.2,NA,NA,NA
"BattleForge","PC",16189,"2009","Strategy","Electronic Arts",0,0.01,0,0,0.01,75,"7.1","Mar 23, 2009"
"Battles of Prince of Persia","DS",9897,"2005","Strategy","Ubisoft",0.1,0.01,0,0.01,0.12,64,"7.7","Dec 6, 2005"
"Battleship / Connect Four / Sorry! / Trouble","DS",13008,"2006","Puzzle","Destination Software, Inc",0.05,0,0,0,0.05,NA,NA,NA
"Battlestar Galactica","PS2",8693,"2003","Shooter","Vivendi Games",0.08,0.06,0,0.02,0.16,66,"6.8","Nov 19, 2003"
"Battlestar Galactica","XB",11549,"2003","Shooter","Vivendi Games",0.06,0.02,0,0,0.08,NA,NA,NA
"Battlestations: Midway","PC",16276,"2007","Strategy","Eidos Interactive",0,0.01,0,0,0.01,76,"7.3","Jan 30, 2007"
"Battlestations: Midway","X360",6449,"2007","Strategy","Eidos Interactive",0.21,0.02,0,0.02,0.26,73,"7.1","Jan 30, 2007"
"Battlestations: Pacific","PC",14872,"2009","Strategy","Eidos Interactive",0,0.02,0,0,0.03,74,"8.2","May 12, 2009"
"Battlestations: Pacific","X360",5513,"2009","Strategy","Eidos Interactive",0.17,0.12,0.01,0.03,0.33,76,"7.4","May 12, 2009"
"BattleTanx","N64",5511,"1998","Action","3DO",0.26,0.06,0,0,0.33,NA,NA,NA
"BattleTanx: Global Assault","N64",4935,"1999","Action","3DO",0.31,0.07,0,0,0.39,NA,NA,NA
"Battlezone","2600",3250,"1982","Shooter","Atari",0.58,0.03,0,0.01,0.62,NA,NA,NA
"Battlezone","PSP",14803,"2006","Shooter","Atari",0.02,0,0,0,0.03,NA,NA,NA
"Battlezone: Rise of the Black Dogs","N64",11984,"2000","Strategy","Crave Entertainment",0.06,0.01,0,0,0.07,NA,NA,NA
"Bayonetta","PS3",1627,"2009","Action","Sega",0.44,0.41,0.21,0.17,1.23,87,"7.7","Jan 5, 2010"
"Bayonetta","X360",2208,"2009","Action","Sega",0.51,0.26,0.09,0.08,0.94,90,"8.1","Jan 5, 2010"
"Bayonetta 2","WiiU",2043,"2014","Action","Nintendo",0.34,0.28,0.1,0.3,1.01,NA,NA,NA
"BCFX: The Black College Football Xperience, The Doug Williams Edition","X360",8661,"2009","Sports","Aspyr",0.15,0,0,0.01,0.16,NA,NA,NA
"Beach Spikers: Virtua Beach Volleyball","GC",10592,"2002","Sports","Sega",0.08,0.02,0,0,0.1,76,"8.4","Aug 12, 2002"
"Beamrider","2600",6298,"1984","Racing","Activision",0.26,0.01,0,0,0.27,NA,NA,NA
"Beastly","Wii",14257,"2011","Misc","Unknown",0.03,0,0,0,0.03,NA,NA,NA
"Beastly Frantic Foto","DS",13225,"2011","Puzzle","Storm City Games",0.04,0,0,0,0.05,NA,NA,NA
"Beat City","DS",11743,"2010","Misc","THQ",0.07,0,0,0.01,0.07,70,"tbd","Apr 20, 2010"
"Beat Down: Fists of Vengeance","PS2",8376,"2005","Action","Capcom",0.04,0.03,0.09,0.01,0.17,48,"8.3","Aug 23, 2005"
"Beat Sketch!","PS3",11265,"2010","Misc","Sony Computer Entertainment",0,0,0.08,0,0.08,NA,NA,NA
"Beatdown: Fists of Vengeance","XB",14010,"2005","Action","Capcom",0.03,0.01,0,0,0.04,NA,NA,NA
"Beaterator","PSP",10996,"2009","Misc","Take-Two Interactive",0.06,0.02,0,0.02,0.09,80,"7.8","Sep 29, 2009"
"BeatMania","PS",1880,"1998","Simulation","Konami Digital Entertainment",0,0,1.07,0.02,1.09,NA,NA,NA
"BeatMania","PS2",12041,"2006","Simulation","Konami Digital Entertainment",0.03,0.03,0,0.01,0.07,NA,NA,NA
"BeatMania Append 3rdMix","PS",3368,"1998","Simulation","Konami Digital Entertainment",0,0,0.56,0.04,0.6,NA,NA,NA
"BeatMania Append 4thMix: The beat goes on","PS",6087,"1999","Simulation","Konami Digital Entertainment",0,0,0.27,0.02,0.29,NA,NA,NA
